Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (SDG),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2015","2015","1000 persons","2477.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2016","2016","1000 persons","3759.6","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2017","2017","1000 persons","4926.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2018","2018","1000 persons","5715.4","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2019","2019","1000 persons","5659.1","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN","2.1.2 Population in severe food insecurity (thousands of people)","2020","2020","1000 persons","5869.2","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2015","2015","1000 persons","959.1","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2016","2016","1000 persons","1414.4","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2017","2017","1000 persons","1946.9","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2018","2018","1000 persons","2329","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2019","2019","1000 persons","2479.4","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_F","2.1.2 Population in severe food insecurity (thousands of people) (female)","2020","2020","1000 persons","2592.8","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2015","2015","1000 persons","663","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2016","2016","1000 persons","1064.7","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2017","2017","1000 persons","1314.6","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2018","2018","1000 persons","1429.9","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2019","2019","1000 persons","1406.1","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESSN_M","2.1.2 Population in severe food insecurity (thousands of people) (male)","2020","2020","1000 persons","1542","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2015","2015","%","5.8","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2016","2016","%","8.6","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2017","2017","%","11.2","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2018","2018","%","12.9","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2019","2019","%","12.6","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS","2.1.2 Prevalence of severe food insecurity (%)","2020","2020","%","13","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2015","2015","%","5.7","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2016","2016","%","8.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2017","2017","%","11.4","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2018","2018","%","13.4","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2019","2019","%","14.1","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_F","2.1.2 Prevalence of severe food insecurity (%) (female)","2020","2020","%","14.6","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2015","2015","%","4.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2016","2016","%","6.8","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2017","2017","%","8.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2018","2018","%","8.9","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2019","2019","%","8.7","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESS_M","2.1.2 Prevalence of severe food insecurity (%) (male)","2020","2020","%","9.4","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2015","2015","1000 persons","8261.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2016","2016","1000 persons","11280.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2017","2017","1000 persons","14186.7","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2018","2018","1000 persons","15879.6","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2019","2019","1000 persons","16042.5","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN","2.1.2 Population in moderate or severe food insecurity (thousands of people)","2020","2020","1000 persons","16701.9","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2015","2015","1000 persons","3316.8","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2016","2016","1000 persons","4522.9","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2017","2017","1000 persons","5668.7","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2018","2018","1000 persons","6317","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2019","2019","1000 persons","6647","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (female)","2020","2020","1000 persons","7111.4","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2015","2015","1000 persons","2140.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2016","2016","1000 persons","3090","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2017","2017","1000 persons","3977","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2018","2018","1000 persons","4526.6","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2019","2019","1000 persons","4806.6","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+"
"SDGB","SDG Indicators","032","Argentina","6199","Value","AG_PRD_FIESMSN_","2.1.2 Population in moderate or severe food insecurity (thousands of people) (male)","2020","2020","1000 persons","4934.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2015","2015","%","19.2","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2016","2016","%","25.9","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2017","2017","%","32.3","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2018","2018","%","35.8","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2019","2019","%","35.8","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS","2.1.2 Prevalence of moderate or severe food insecurity (%)","2020","2020","%","37","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2015","2015","%","19.8","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2016","2016","%","26.7","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+"
"SDGB","SDG Indicators","032","Argentina","6121","Value","AG_PRD_FIESMS_F","2.1.2 Prevalence of moderate or severe food insecurity (%) (female)","2017","2017","%","33.1","A","Official figure","Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+"
